Airport1,Airport2
"mali,bamako","morocco,casablanca"
"mali,bamako","benin,cotonou"
"mali,bamako","senegal,dakar"
"mali,bamako","togo,lome"
"mali,bamako","portugal,lisbon"
"mali,bamako","nigeria,lagos"
"mali,bamako","kenya,nairobi"
"mali,bamako","burkina faso,ouagadougou"
"mali,bamako","tunisia,tunis"
"indonesia,bengkulu","indonesia,jakarta"
"united states,beckley","united states,washington"
"tanzania,bukoba","tanzania,mwanza"
"venezuela,barcelona","venezuela,caracas"
"venezuela,barcelona","united states,miami"
"venezuela,barcelona","venezuela,porlamar"
"venezuela,barcelona","panama,panama city"
"venezuela,barcelona","venezuela,valencia"
"sweden,borlange","sweden,orebro"
"united states,bellingham","united states,honolulu"
"united states,bellingham","united states,las vegas"
"united states,bellingham","united states,los angeles"
"united states,bellingham","united states,oakland"
"united states,bellingham","united states,portland"
"united states,bellingham","united states,palm springs"
"united states,bellingham","united states,san diego"
"united states,bellingham","united states,seattle"
"algeria,batna","france,lyon"
"algeria,batna","france,marseille"
"algeria,batna","france,paris"
"united kingdom,blackpool","ireland,dublin"
"united kingdom,blackpool","portugal,faro"
"italy,bologna","france,bordeaux"
"italy,bologna","italy,bari"
"italy,bologna","united kingdom,bristol"
"italy,bologna","belgium,brussels"
"italy,bologna","italy,cagliari"
"italy,bologna","france,paris"
"italy,bologna","germany,cologne"
"italy,bologna","romania,cluj-napoca"
"italy,bologna","morocco,casablanca"
"italy,bologna","denmark,copenhagen"
"italy,bologna","belgium,charleroi"
"italy,bologna","italy,catania"
"italy,bologna","ireland,dublin"
"italy,bologna","united kingdom,edinburgh"
"italy,bologna","netherlands,eindhoven"
"italy,bologna","italy,rome"
"italy,bologna","germany,frankfurt"
"italy,bologna","romania,iasi"
"italy,bologna","turkey,istanbul"
"italy,bologna","moldova,chisinau"
"italy,bologna","poland,krakow"
"italy,bologna","united kingdom,london"
"italy,bologna","portugal,lisbon"
"italy,bologna","france,lyon"
"italy,bologna","spain,madrid"
"italy,bologna","united kingdom,manchester"
"italy,bologna","germany,munich"
"italy,bologna","italy,olbia"
"italy,bologna","portugal,porto"
"italy,bologna","romania,bucharest"
"italy,bologna","italy,palermo"
"italy,bologna","bulgaria,sofia"
"italy,bologna","russia,moscow"
"italy,bologna","spain,sevilla"
"italy,bologna","albania,tirana"
"italy,bologna","romania,timisoara"
"italy,bologna","tunisia,tunis"
"italy,bologna","germany,berlin"
"italy,bologna","austria,vienna"
"italy,bologna","spain,valencia"
"italy,bologna","poland,warsaw"
"italy,bologna","poland,wroclaw"
"italy,bologna","croatia,zagreb"
"united states,belleville","united states,sanford"
"malawi,blantyre","ethiopia,addis ababa"
"malawi,blantyre","south africa,johannesburg"
"malawi,blantyre","malawi,lilongwe"
"malawi,blantyre","kenya,nairobi"
"sweden,stockholm","sweden,trollhattan"
"australia,broome","australia,brisbane"
"australia,broome","australia,darwin"
"australia,broome","australia,kununurra"
"australia,broome","australia,karratha"
"australia,broome","australia,melbourne"
"australia,broome","australia,perth"
"australia,broome","australia,port hedland"
"australia,broome","australia,sydney"
"united states,bloomington","united states,denver"
"united states,bloomington","united states,detroit"
"united states,bloomington","united states,orlando"
"united states,bloomington","united states,minneapolis"
"united states,bloomington","united states,chicago"
"united states,bloomington","united states,sanford"
"united states,nashville","united states,boston"
"united states,nashville","united states,baltimore"
"united states,nashville","united states,charleston"
"united states,nashville","united states,cleveland"
"united states,nashville","united states,charlotte"
"united states,nashville","united states,columbus"
"united states,nashville","united states,cincinnati"
"united states,nashville","united states,washington"
"united states,nashville","united states,denver"
"united states,nashville","united states,detroit"
"united states,nashville","united states,panama city"
"united states,nashville","united states,newark"
"united states,nashville","united states,fort lauderdale"
"united states,nashville","united states,greenville"
"united states,nashville","united states,houston"
"united states,nashville","united states,jacksonville"
"united states,nashville","united states,new york"
"united states,nashville","united states,las vegas"
"united states,nashville","united states,los angeles"
"united states,nashville","united states,kansas city"
"united states,nashville","united states,orlando"
"united states,nashville","united states,chicago"
"united states,nashville","united states,miami"
"united states,nashville","united states,jackson"
"united states,nashville","united states,minneapolis"
"united states,nashville","united states,new orleans"
"united states,nashville","united states,philadelphia"
"united states,nashville","united states,phoenix"
"united states,nashville","united states,pittsburgh"
"united states,nashville","united states,pensacola"
"united states,nashville","united states,providence"
"united states,nashville","united states,san diego"
"united states,nashville","united states,san antonio"
"united states,nashville","united states,salt lake city"
"united states,nashville","united states,st. louis"
"united states,nashville","united states,tampa"
"united states,nashville","united states,trenton"
"united states,nashville","canada,toronto"
"congo (kinshasa),boende","congo (kinshasa),mbandaka"
"congo (kinshasa),beni","congo (kinshasa),bunia"
"congo (kinshasa),beni","congo (kinshasa),goma"
"australia,brisbane","australia,barcaldine"
"australia,brisbane","china,guangzhou"
"australia,brisbane","australia,canberra"
"australia,brisbane","new zealand,christchurch"
"australia,brisbane","australia,cloncurry"
"australia,brisbane","australia,cairns"
"australia,brisbane","indonesia,denpasar"
"australia,brisbane","australia,darwin"
"australia,brisbane","new zealand,dunedin"
"australia,brisbane","united arab emirates,dubai"
"australia,brisbane","australia,emerald"
"australia,brisbane","australia,gladstone"
"australia,brisbane","australia,hobart"
"australia,brisbane","solomon islands,honiara"
"australia,brisbane","hong kong,hong kong"
"australia,brisbane","united states,honolulu"
"australia,brisbane","australia,hervey bay"
"australia,brisbane","australia,mount isa"
"australia,brisbane","australia,karratha"
"australia,brisbane","malaysia,kuala lumpur"
"australia,brisbane","united states,los angeles"
"australia,brisbane","australia,longreach"
"australia,brisbane","australia,launceston"
"australia,brisbane","australia,melbourne"
"australia,brisbane","australia,mackay"
"australia,brisbane","australia,moranbah"
"australia,brisbane","new caledonia,noumea"
"australia,brisbane","australia,newcastle"
"australia,brisbane","australia,perth"
"australia,brisbane","australia,port hedland"
"australia,brisbane","papua new guinea,port moresby"
"australia,brisbane","australia,port macquarie"
"australia,brisbane","australia,roma"
"australia,brisbane","australia,rockhampton"
"australia,brisbane","singapore,singapore"
"australia,brisbane","australia,sydney"
"australia,brisbane","taiwan,taipei"
"australia,brisbane","australia,townsville"
"australia,brisbane","australia,toowoomba"
"australia,brisbane","vanuatu,port-vila"
"australia,brisbane","new zealand,wellington"
"venezuela,barinas","venezuela,caracas"
"bosnia and herzegovina,banja luka","bosnia and herzegovina,sarajevo"
"bosnia and herzegovina,banja luka","switzerland,zurich"
"panama,bocas del toro","costa rica,san jose"
"france,bordeaux","united kingdom,bristol"
"france,bordeaux","belgium,brussels"
"france,bordeaux","france,mulhouse"
"france,bordeaux","france,paris"
"france,bordeaux","italy,rome"
"france,bordeaux","morocco,casablanca"
"france,bordeaux","belgium,charleroi"
"france,bordeaux","ireland,dublin"
"france,bordeaux","united kingdom,edinburgh"
"france,bordeaux","italy,florence"
"france,bordeaux","switzerland,geneva"
"france,bordeaux","united kingdom,london"
"france,bordeaux","france,lille"
"france,bordeaux","portugal,lisbon"
"france,bordeaux","france,lyon"
"france,bordeaux","spain,madrid"
"france,bordeaux","france,marseille"
"france,bordeaux","germany,munich"
"france,bordeaux","france,nice"
"france,bordeaux","france,nantes"
"france,bordeaux","italy,olbia"
"france,bordeaux","portugal,porto"
"france,bordeaux","italy,palermo"
"france,bordeaux","morocco,marrakech"
"france,bordeaux","france,rennes"
"france,bordeaux","spain,sevilla"
"france,bordeaux","france,strasbourg"
"france,bordeaux","tunisia,tunis"
"france,bordeaux","italy,venice"
"france,bordeaux","canada,montreal"
"france,bordeaux","switzerland,zurich"
"colombia,bogota","colombia,buenaventura"
"colombia,bogota","venezuela,caracas"
"colombia,bogota","france,paris"
"colombia,bogota","colombia,cali"
"colombia,bogota","colombia,cartagena"
"colombia,bogota","colombia,cucuta"
"colombia,bogota","mexico,cancun"
"colombia,bogota","colombia,barrancabermeja"
"colombia,bogota","colombia,medellin"
"colombia,bogota","united states,newark"
"colombia,bogota","colombia,yopal"
"colombia,bogota","argentina,buenos aires"
"colombia,bogota","colombia,florencia"
"colombia,bogota","united states,fort lauderdale"
"colombia,bogota","germany,frankfurt"
"colombia,bogota","brazil,rio de janeiro"
"colombia,bogota","brazil,sao paulo"
"colombia,bogota","guatemala,guatemala city"
"colombia,bogota","ecuador,guayaquil"
"colombia,bogota","cuba,havana"
"colombia,bogota","united states,washington"
"colombia,bogota","united states,houston"
"colombia,bogota","colombia,ibague"
"colombia,bogota","colombia,ipiales"
"colombia,bogota","united states,new york"
"colombia,bogota","colombia,leticia"
"colombia,bogota","peru,lima"
"colombia,bogota","bolivia,la paz"
"colombia,bogota","spain,madrid"
"colombia,bogota","united states,orlando"
"colombia,bogota","mexico,mexico city"
"colombia,bogota","united states,miami"
"colombia,bogota","colombia,monteria"
"colombia,bogota","colombia,mitu"
"colombia,bogota","colombia,manizales"
"colombia,bogota","colombia,neiva"
"colombia,bogota","colombia,puerto carreno"
"colombia,bogota","colombia,pereira"
"colombia,bogota","colombia,popayan"
"colombia,bogota","colombia,pasto"
"colombia,bogota","panama,panama city"
"colombia,bogota","el salvador,san salvador"
"colombia,bogota","chile,santiago"
"colombia,bogota","dominican republic,santo domingo"
"colombia,bogota","colombia,san jose del guaviare"
"colombia,bogota","costa rica,san jose"
"colombia,bogota","puerto rico,san juan"
"colombia,bogota","colombia,santa marta"
"colombia,bogota","colombia,tame"
"colombia,bogota","colombia,quibdo"
"colombia,bogota","ecuador,quito"
"colombia,bogota","colombia,valledupar"
"colombia,bogota","colombia,villavicencio"
"colombia,bogota","canada,toronto"
"united kingdom,bournemouth","greece,chania"
"united kingdom,bournemouth","ireland,dublin"
"united kingdom,bournemouth","portugal,faro"
"united kingdom,bournemouth","spain,murcia"
"united kingdom,bournemouth","italy,pisa"
"united states,boise","united states,denver"
"united states,boise","united states,spokane"
"united states,boise","united states,las vegas"
"united states,boise","united states,los angeles"
"united states,boise","united states,lewiston"
"united states,boise","united states,minneapolis"
"united states,boise","united states,oakland"
"united states,boise","united states,chicago"
"united states,boise","united states,portland"
"united states,boise","united states,phoenix"
"united states,boise","united states,san diego"
"united states,boise","united states,seattle"
"united states,boise","united states,san francisco"
"united states,boise","united states,san jose"
"united states,boise","united states,salt lake city"
"united states,boise","united states,sacramento"
"india,mumbai","belgium,brussels"
"india,mumbai","egypt,cairo"
"india,mumbai","india,calicut"
"india,mumbai","india,kolkata"
"india,mumbai","france,paris"
"india,mumbai","india,coimbatore"
"india,mumbai","sri lanka,colombo"
"india,mumbai","india,kochi"
"india,mumbai","china,chengdu"
"india,mumbai","bangladesh,dhaka"
"india,mumbai","india,delhi"
"india,mumbai","india,diu"
"india,mumbai","qatar,doha"
"india,mumbai","united arab emirates,dubai"
"india,mumbai","united states,newark"
"india,mumbai","germany,frankfurt"
"india,mumbai","india,guwahati"
"india,mumbai","india,gwalior"
"india,mumbai","india,hubli"
"india,mumbai","hong kong,hong kong"
"india,mumbai","india,indore"
"india,mumbai","iran,tehran"
"india,mumbai","turkey,istanbul"
"india,mumbai","india,chandigarh"
"india,mumbai","india,allahabad"
"india,mumbai","india,mangalore"
"india,mumbai","india,jammu"
"india,mumbai","india,aurangabad"
"india,mumbai","india,jaipur"
"india,mumbai","india,jodhpur"
"india,mumbai","saudi arabia,jeddah"
"india,mumbai","india,jabalpur"
"india,mumbai","south africa,johannesburg"
"india,mumbai","pakistan,karachi"
"india,mumbai","nepal,kathmandu"
"india,mumbai","malaysia,kuala lumpur"
"india,mumbai","united kingdom,london"
"india,mumbai","india,lucknow"
"india,mumbai","oman,muscat"
"india,mumbai","germany,munich"
"india,mumbai","india,nagpur"
"india,mumbai","kenya,nairobi"
"india,mumbai","japan,tokyo"
"india,mumbai","india,pune"
"india,mumbai","india,rajkot"
"india,mumbai","india,raipur"
"india,mumbai","saudi arabia,riyadh"
"india,mumbai","yemen,sanaa"
"india,mumbai","united arab emirates,sharjah"
"india,mumbai","singapore,singapore"
"india,mumbai","india,surat"
"india,mumbai","india,srinagar"
"india,mumbai","india,udaipur"
"india,mumbai","india,varanasi"
"india,mumbai","india,vishakhapatnam"
"india,mumbai","switzerland,zurich"
"norway,bodo","norway,mo i rana"
"norway,bodo","norway,narvik"
"norway,bodo","norway,oslo"
"norway,bodo","norway,tromso"
"norway,bodo","norway,trondheim"
"united states,boston","united states,buffalo"
"united states,boston","united states,baltimore"
"united states,boston","united states,akron"
"united states,boston","france,paris"
"united states,boston","united states,charleston"
"united states,boston","united states,cleveland"
"united states,boston","united states,charlotte"
"united states,boston","united states,columbus"
"united states,boston","mexico,cancun"
"united states,boston","united states,cincinnati"
"united states,boston","united states,washington"
"united states,boston","united states,denver"
"united states,boston","united states,detroit"
"united states,boston","ireland,dublin"
"united states,boston","united arab emirates,dubai"
"united states,boston","united states,newark"
"united states,boston","italy,rome"
"united states,boston","united states,fort lauderdale"
"united states,boston","germany,frankfurt"
"united states,boston","united states,houston"
"united states,boston","united states,indianapolis"
"united states,boston","united states,islip"
"united states,boston","united states,jacksonville"
"united states,boston","united states,new york"
"united states,boston","iceland,keflavik"
"united states,boston","united states,las vegas"
"united states,boston","united states,los angeles"
"united states,boston","united states,lebanon"
"united states,boston","united states,long beach"
"united states,boston","united kingdom,london"
"united states,boston","portugal,lisbon"
"united states,boston","spain,madrid"
"united states,boston","united states,kansas city"
"united states,boston","united states,orlando"
"united states,boston","united states,harrisburg"
"united states,boston","united states,chicago"
"united states,boston","united states,miami"
"united states,boston","united states,milwaukee"
"united states,boston","united states,minneapolis"
"united states,boston","united states,new orleans"
"united states,boston","germany,munich"
"united states,boston","united states,myrtle beach"
"united states,boston","japan,tokyo"
"united states,boston","united states,plattsburgh"
"united states,boston","united states,west palm beach"
"united states,boston","portugal,ponta delgada"
"united states,boston","united states,portland"
"united states,boston","united states,philadelphia"
"united states,boston","united states,phoenix"
"united states,boston","united states,pittsburgh"
"united states,boston","united states,presque isle"
"united states,boston","panama,panama city"
"united states,boston","united states,richmond"
"united states,boston","united states,rockland"
"united states,boston","united states,rochester"
"united states,boston","united states,fort myers"
"united states,boston","united states,rutland"
"united states,boston","united states,san diego"
"united states,boston","united states,savannah"
"united states,boston","dominican republic,santo domingo"
"united states,boston","united states,seattle"
"united states,boston","united states,san francisco"
"united states,boston","united states,san jose"
"united states,boston","puerto rico,san juan"
"united states,boston","united states,salt lake city"
"united states,boston","united states,saranac lake"
"united states,boston","ireland,shannon"
"united states,boston","dominican republic,santiago"
"united states,boston","united states,st. louis"
"united states,boston","united states,syracuse"
"united states,boston","united states,tampa"
"united states,boston","canada,halifax"
"united states,boston","canada,ottawa"
"united states,boston","canada,toronto"
"united states,boston","canada,montreal"
"united states,boston","switzerland,zurich"
"burkina faso,bobo-dioulasso","burkina faso,ouagadougou"
"indonesia,balikpapan","indonesia,jakarta"
"indonesia,balikpapan","indonesia,denpasar"
"indonesia,balikpapan","indonesia,yogyakarta"
"indonesia,balikpapan","malaysia,kuala lumpur"
"indonesia,balikpapan","indonesia,manado"
"indonesia,balikpapan","indonesia,palu"
"indonesia,balikpapan","singapore,singapore"
"indonesia,balikpapan","indonesia,semarang"
"indonesia,balikpapan","indonesia,surabaya"
"brazil,porto seguro","brazil,sao paulo"
"brazil,porto seguro","brazil,belo horizonte"
"brazil,porto seguro","brazil,rio de janeiro"
"brazil,porto seguro","brazil,salvador"
"brazil,porto seguro","brazil,campinas"
"australia,boulia","australia,mount isa"
"puerto rico,aguadilla","united states,newark"
"puerto rico,aguadilla","united states,fort lauderdale"
"puerto rico,aguadilla","united states,new york"
"puerto rico,aguadilla","united states,orlando"
"brazil,barreiras","brazil,brasilia"
"brazil,barreiras","brazil,salvador"
"argentina,san carlos de bariloche","argentina,cordoba"
"argentina,san carlos de bariloche","argentina,comodoro rivadavia"
"argentina,san carlos de bariloche","argentina,esquel"
"argentina,san carlos de bariloche","argentina,mendoza"
"united states,brainerd","united states,international falls"
"united states,brainerd","united states,minneapolis"
"germany,bremen","france,beziers"
"germany,bremen","france,paris"
"germany,bremen","greece,chania"
"germany,bremen","denmark,copenhagen"
"germany,bremen","ireland,dublin"
"germany,bremen","united kingdom,edinburgh"
"germany,bremen","portugal,faro"
"germany,bremen","germany,munster"
"germany,bremen","portugal,funchal"
"germany,bremen","germany,frankfurt"
"germany,bremen","norway,haugesund"
"germany,bremen","turkey,istanbul"
"germany,bremen","germany,leipzig"
"germany,bremen","united kingdom,manchester"
"germany,bremen","germany,munich"
"germany,bremen","sweden,stockholm"
"germany,bremen","portugal,porto"
"germany,bremen","latvia,riga"
"germany,bremen","greece,thessaloniki"
"germany,bremen","united kingdom,london"
"germany,bremen","germany,stuttgart"
"germany,bremen","france,toulouse"
"germany,bremen","finland,tampere"
"germany,bremen","italy,treviso"
"germany,bremen","austria,vienna"
"germany,bremen","lithuania,vilnius"
"germany,bremen","switzerland,zurich"
"italy,bari","hungary,budapest"
"italy,bari","italy,cagliari"
"italy,bari","france,paris"
"italy,bari","germany,cologne"
"italy,bari","italy,rome"
"italy,bari","belgium,charleroi"
"italy,bari","italy,catania"
"italy,bari","ireland,dublin"
"italy,bari","italy,florence"
"italy,bari","italy,genoa"
"italy,bari","united kingdom,london"
"italy,bari","italy,milan"
"italy,bari","netherlands,maastricht"
"italy,bari","germany,munich"
"italy,bari","romania,bucharest"
"italy,bari","italy,palermo"
"italy,bari","italy,pisa"
"italy,bari","germany,stuttgart"
"italy,bari","spain,sevilla"
"italy,bari","albania,tirana"
"italy,bari","italy,treviso"
"italy,bari","germany,berlin"
"italy,bari","italy,venice"
"italy,bari","spain,valencia"
"united states,burlington","united states,chicago"
"united states,burlington","united states,st. louis"
"venezuela,barquisimeto","venezuela,caracas"
"venezuela,barquisimeto","venezuela,porlamar"
"switzerland,bern","germany,cologne"
"switzerland,bern","germany,hamburg"
"switzerland,bern","united kingdom,london"
"switzerland,bern","germany,munich"
"switzerland,bern","italy,olbia"
"switzerland,bern","germany,berlin"
"switzerland,bern","austria,vienna"
"united states,brownsville","united states,houston"
"united kingdom,bristol","belgium,brussels"
"united kingdom,bristol","hungary,budapest"
"united kingdom,bristol","france,beziers"
"united kingdom,bristol","france,paris"
"united kingdom,bristol","greece,chania"
"united kingdom,bristol","denmark,copenhagen"
"united kingdom,bristol","ireland,dublin"
"united kingdom,bristol","united kingdom,edinburgh"
"united kingdom,bristol","portugal,faro"
"united kingdom,bristol","italy,rome"
"united kingdom,bristol","portugal,funchal"
"united kingdom,bristol","germany,frankfurt"
"united kingdom,bristol","poland,gdansk"
"united kingdom,bristol","united kingdom,glasgow"
"united kingdom,bristol","switzerland,geneva"
"united kingdom,bristol","germany,hamburg"
"united kingdom,bristol","united kingdom,inverness"
"united kingdom,bristol","iceland,keflavik"
"united kingdom,bristol","poland,krakow"
"united kingdom,bristol","lithuania,kaunas"
"united kingdom,bristol","france,limoges"
"united kingdom,bristol","portugal,lisbon"
"united kingdom,bristol","spain,madrid"
"united kingdom,bristol","spain,murcia"
"united kingdom,bristol","germany,munich"
"united kingdom,bristol","france,nice"
"united kingdom,bristol","ireland,cork"
"united kingdom,bristol","cyprus,paphos"
"united kingdom,bristol","poland,poznan"
"united kingdom,bristol","italy,pisa"
"united kingdom,bristol","morocco,marrakech"
"united kingdom,bristol","poland,rzeszow"
"united kingdom,bristol","ireland,shannon"
"united kingdom,bristol","germany,berlin"
"united kingdom,bristol","france,toulouse"
"united kingdom,bristol","italy,treviso"
"united kingdom,bristol","spain,valencia"
"united kingdom,bristol","poland,warsaw"
"united kingdom,bristol","poland,wroclaw"
"united kingdom,bristol","switzerland,zurich"
"belgium,brussels","spain,arrecife"
"belgium,brussels","burundi,bujumbura"
"belgium,brussels","france,mulhouse"
"belgium,brussels","hungary,budapest"
"belgium,brussels","egypt,cairo"
"belgium,brussels","france,paris"
"belgium,brussels","greece,chania"
"belgium,brussels","morocco,casablanca"
"belgium,brussels","benin,cotonou"
"belgium,brussels","denmark,copenhagen"
"belgium,brussels","italy,catania"
"belgium,brussels","croatia,dubrovnik"
"belgium,brussels","india,delhi"
"belgium,brussels","senegal,dakar"
"belgium,brussels","cameroon,douala"
"belgium,brussels","russia,moscow"
"belgium,brussels","qatar,doha"
"belgium,brussels","ireland,dublin"
"belgium,brussels","united kingdom,edinburgh"
"belgium,brussels","united states,newark"
"belgium,brussels","portugal,faro"
"belgium,brussels","italy,rome"
"belgium,brussels","congo (kinshasa),kinshasa"
"belgium,brussels","italy,florence"
"belgium,brussels","sierra leone,freetown"
"belgium,brussels","portugal,funchal"
"belgium,brussels","germany,frankfurt"
"belgium,brussels","poland,gdansk"
"belgium,brussels","switzerland,geneva"
"belgium,brussels","germany,hannover"
"belgium,brussels","germany,hamburg"
"belgium,brussels","finland,helsinki"
"belgium,brussels","united states,washington"
"belgium,brussels","turkey,istanbul"
"belgium,brussels","united states,new york"
"belgium,brussels","iceland,keflavik"
"belgium,brussels","rwanda,kigali"
"belgium,brussels","greece,kos"
"belgium,brussels","angola,luanda"
"belgium,brussels","france,tarbes"
"belgium,brussels","spain,almeria"
"belgium,brussels","united kingdom,london"
"belgium,brussels","italy,milan"
"belgium,brussels","portugal,lisbon"
"belgium,brussels","slovenia,ljubljana"
"belgium,brussels","france,lyon"
"belgium,brussels","spain,madrid"
"belgium,brussels","united kingdom,manchester"
"belgium,brussels","tunisia,monastir"
"belgium,brussels","france,marseille"
"belgium,brussels","germany,munich"
"belgium,brussels","italy,naples"
"belgium,brussels","france,nice"
"belgium,brussels","cameroon,yaounde"
"belgium,brussels","france,nantes"
"belgium,brussels","portugal,porto"
"belgium,brussels","united states,chicago"
"belgium,brussels","ireland,cork"
"belgium,brussels","norway,oslo"
"belgium,brussels","romania,bucharest"
"belgium,brussels","burkina faso,ouagadougou"
"belgium,brussels","china,beijing"
"belgium,brussels","cyprus,paphos"
"belgium,brussels","united states,philadelphia"
"belgium,brussels","italy,palermo"
"belgium,brussels","morocco,marrakech"
"belgium,brussels","latvia,riga"
"belgium,brussels","bulgaria,sofia"
"belgium,brussels","germany,stuttgart"
"belgium,brussels","spain,sevilla"
"belgium,brussels","france,strasbourg"
"belgium,brussels","germany,berlin"
"belgium,brussels","france,toulouse"
"belgium,brussels","italy,treviso"
"belgium,brussels","tunisia,tunis"
"belgium,brussels","bulgaria,varna"
"belgium,brussels","italy,venice"
"belgium,brussels","austria,vienna"
"belgium,brussels","spain,valencia"
"belgium,brussels","lithuania,vilnius"
"belgium,brussels","poland,warsaw"
"belgium,brussels","poland,wroclaw"
"belgium,brussels","canada,montreal"
"belgium,brussels","canada,toronto"
"belgium,brussels","croatia,zagreb"
"belgium,brussels","switzerland,zurich"
"brazil,brasilia","france,paris"
"brazil,brasilia","brazil,cuiaba"
"brazil,brasilia","brazil,sao paulo"
"brazil,brasilia","brazil,campo grande"
"brazil,brasilia","brazil,belo horizonte"
"brazil,brasilia","brazil,curitiba"
"brazil,brasilia","argentina,buenos aires"
"brazil,brasilia","brazil,florianopolis"
"brazil,brasilia","brazil,fortaleza"
"brazil,brasilia","brazil,rio de janeiro"
"brazil,brasilia","brazil,goiania"
"brazil,brasilia","brazil,imperatriz"
"brazil,brasilia","brazil,ilheus"
"brazil,brasilia","brazil,juazeiro do norte"
"brazil,brasilia","brazil,joao pessoa"
"brazil,brasilia","portugal,lisbon"
"brazil,brasilia","brazil,maraba"
"brazil,brasilia","brazil,manaus"
"brazil,brasilia","brazil,maceio"
"brazil,brasilia","united states,miami"
"brazil,brasilia","brazil,natal"
"brazil,brasilia","brazil,sinop"
"brazil,brasilia","brazil,palmas"
"brazil,brasilia","brazil,petrolina"
"brazil,brasilia","brazil,porto alegre"
"brazil,brasilia","panama,panama city"
"brazil,brasilia","brazil,porto velho"
"brazil,brasilia","brazil,ribeirao preto"
"brazil,brasilia","brazil,rio branco"
"brazil,brasilia","brazil,recife"
"brazil,brasilia","brazil,sao jose do rio preto"
"brazil,brasilia","brazil,sao luis"
"brazil,brasilia","brazil,salvador"
"brazil,brasilia","brazil,teresina"
"brazil,brasilia","brazil,uberlandia"
"brazil,brasilia","brazil,campinas"
"brazil,brasilia","brazil,vitoria"
"china,baoshan","china,kunming"
"equatorial guinea,bata","benin,cotonou"
"equatorial guinea,bata","equatorial guinea,malabo"
"algeria,biskra","france,lyon"
"algeria,biskra","france,paris"
"france,mulhouse","hungary,budapest"
"france,mulhouse","italy,cagliari"
"france,mulhouse","france,paris"
"france,mulhouse","denmark,copenhagen"
"france,mulhouse","italy,catania"
"france,mulhouse","germany,dresden"
"france,mulhouse","ireland,dublin"
"france,mulhouse","united kingdom,edinburgh"
"france,mulhouse","portugal,faro"
"france,mulhouse","italy,rome"
"france,mulhouse","portugal,funchal"
"france,mulhouse","germany,frankfurt"
"france,mulhouse","germany,hamburg"
"france,mulhouse","turkey,istanbul"
"france,mulhouse","iceland,keflavik"
"france,mulhouse","greece,kos"
"france,mulhouse","poland,krakow"
"france,mulhouse","cyprus,larnaca"
"france,mulhouse","united kingdom,london"
"france,mulhouse","portugal,lisbon"
"france,mulhouse","spain,madrid"
"france,mulhouse","united kingdom,manchester"
"france,mulhouse","france,montpellier"
"france,mulhouse","germany,munich"
"france,mulhouse","italy,naples"
"france,mulhouse","france,nice"
"france,mulhouse","france,nantes"
"france,mulhouse","italy,olbia"
"france,mulhouse","portugal,porto"
"france,mulhouse","morocco,marrakech"
"france,mulhouse","greece,thessaloniki"
"france,mulhouse","croatia,split"
"france,mulhouse","spain,sevilla"
"france,mulhouse","germany,berlin"
"france,mulhouse","france,toulouse"
"france,mulhouse","italy,venice"
"france,mulhouse","austria,vienna"
"indonesia,banda aceh","indonesia,jakarta"
"indonesia,banda aceh","malaysia,kuala lumpur"
"russia,bratsk","russia,moscow"
"russia,bratsk","russia,irkutsk"
"russia,bratsk","russia,novosibirsk"
"united states,butte","united states,salt lake city"
"united states,baton rouge","united states,charlotte"
"united states,baton rouge","united states,houston"
"slovakia,bratislava","italy,rome"
"slovakia,bratislava","belgium,charleroi"
"slovakia,bratislava","ireland,dublin"
"slovakia,bratislava","united kingdom,edinburgh"
"slovakia,bratislava","slovakia,kosice"
"slovakia,bratislava","united kingdom,liverpool"
"slovakia,bratislava","united kingdom,london"
"slovakia,bratislava","norway,oslo"
"malaysia,bintulu","malaysia,kuching"
"malaysia,bintulu","malaysia,kuala lumpur"
"malaysia,bintulu","malaysia,miri"
"malaysia,bintulu","malaysia,sibu"
"united states,burlington","united states,washington"
"united states,burlington","united states,detroit"
"united states,burlington","united states,newark"
"united states,burlington","united states,new york"
"united states,burlington","united states,philadelphia"
"united states,burlington","united states,sanford"
"hungary,budapest","egypt,cairo"
"hungary,budapest","france,paris"
"hungary,budapest","germany,cologne"
"hungary,budapest","italy,rome"
"hungary,budapest","denmark,copenhagen"
"hungary,budapest","belgium,charleroi"
"hungary,budapest","italy,catania"
"hungary,budapest","qatar,doha"
"hungary,budapest","germany,dortmund"
"hungary,budapest","ireland,dublin"
"hungary,budapest","united arab emirates,dubai"
"hungary,budapest","united kingdom,edinburgh"
"hungary,budapest","netherlands,eindhoven"
"hungary,budapest","germany,frankfurt"
"hungary,budapest","switzerland,geneva"
"hungary,budapest","azerbaijan,baku"
"hungary,budapest","germany,hamburg"
"hungary,budapest","finland,helsinki"
"hungary,budapest","turkey,istanbul"
"hungary,budapest","russia,krasnodar"
"hungary,budapest","united kingdom,leeds"
"hungary,budapest","cyprus,larnaca"
"hungary,budapest","united kingdom,london"
"hungary,budapest","portugal,lisbon"
"hungary,budapest","spain,madrid"
"hungary,budapest","united kingdom,manchester"
"hungary,budapest","germany,munich"
"hungary,budapest","italy,naples"
"hungary,budapest","norway,oslo"
"hungary,budapest","romania,bucharest"
"hungary,budapest","italy,pisa"
"hungary,budapest","latvia,riga"
"hungary,budapest","russia,rostov"
"hungary,budapest","netherlands,rotterdam"
"hungary,budapest","greece,thessaloniki"
